fuelType,rating,renterTripsTaken,reviewCount,location.city,rate.daily,vehicle.make,vehicle.model,vehicle.type
HYBRID,5,10,8,Townsville,467.5,Mercedes-Benz,S-Class,car
PETROL,4.83,140,95,Townsville,100.3,BMW,3 Series,car
PETROL,4.97,38,33,Townsville,93.5,BMW,3-Series,car
PETROL,5,19,19,Townsville,158.1,BMW,7 Series,car
PETROL,5,13,11,Townsville,338.3,BMW,7 Series,car
PETROL,4.87,19,15,Townsville,391,BMW,7 Series,car
PETROL,4.95,25,22,Townsville,168.3,BMW,M4,car
PETROL,4.94,42,36,Townsville,202.3,BMW,M4,car
PETROL,4.89,83,64,Townsville,100.3,BMW,Z4,car
PETROL,4.97,82,71,Townsville,127.5,BMW,Z4,car
PETROL,4.88,68,49,Townsville,93.5,Mercedes-Benz,C-Class,car
PETROL,4.93,86,72,Townsville,134.3,Mercedes-Benz,C-Class,car
PETROL,4.91,52,44,Townsville,110.5,Mercedes-benz,CLA-Class,car
PETROL,4.92,85,66,Townsville,389.3,Mercedes-Benz,G-Class,suv
PETROL,4.94,126,110,Townsville,508.3,Mercedes-Benz,G-Class,suv
PETROL,4.98,59,51,Townsville,321.3,Mercedes-Benz,S-Class,car
PETROL,4.83,123,96,Townsville,130.9,Mercedes-Benz,SLK-Class,car
ELECTRIC,5,10,10,Coolangatta,115.6,Tesla,Model 3,car
ELECTRIC,,2,0,Coolangatta,115.6,Tesla,Model 3,car
ELECTRIC,5,3,3,Coolangatta,125.8,Tesla,Model 3,car
ELECTRIC,4.92,147,125,Coolangatta,134.3,Tesla,Model 3,car
ELECTRIC,5,16,15,Coolangatta,151.3,Tesla,Model 3,car
ELECTRIC,4.97,37,35,Coolangatta,153,Tesla,Model 3,car
ELECTRIC,5,35,31,Coolangatta,161.5,Tesla,Model 3,car
ELECTRIC,4.89,19,18,Coolangatta,161.5,Tesla,Model 3,car
ELECTRIC,5,17,17,Coolangatta,168.3,Tesla,Model 3,car
ELECTRIC,5,13,12,Coolangatta,168.3,Tesla,Model 3,car
ELECTRIC,4.91,40,35,Coolangatta,170,Tesla,Model 3,car
ELECTRIC,5,4,3,Coolangatta,175.1,Tesla,Model 3,car
ELECTRIC,5,61,60,Coolangatta,185.3,Tesla,Model 3,car
ELECTRIC,4.96,60,45,Coolangatta,253.3,Tesla,Model 3,car
ELECTRIC,5,23,21,Coolangatta,270.3,Tesla,Model 3,car
ELECTRIC,5,23,16,Coolangatta,314.5,Tesla,Model 3,car
ELECTRIC,4.85,76,71,Coolangatta,117.3,Tesla,Model S,car
ELECTRIC,4.82,29,22,Coolangatta,130.9,Tesla,Model S,car
ELECTRIC,5,53,48,Coolangatta,151.3,Tesla,Model S,car
ELECTRIC,5,17,12,Coolangatta,161.5,Tesla,Model S,car
ELECTRIC,5,15,13,Coolangatta,185.3,Tesla,Model S,car
ELECTRIC,5,1,1,Coolangatta,185.3,Tesla,Model S,car
ELECTRIC,5,10,9,Coolangatta,195.5,Tesla,Model S,car
ELECTRIC,5,1,1,Coolangatta,195.5,Tesla,Model S,car
ELECTRIC,4.98,51,46,Coolangatta,202.3,Tesla,Model S,car
ELECTRIC,4.9,130,106,Coolangatta,287.3,Tesla,Model S,car
ELECTRIC,5,3,3,Coolangatta,236.3,Tesla,Model X,suv
ELECTRIC,4.94,124,105,Coolangatta,287.3,Tesla,Model X,suv
ELECTRIC,5,74,64,Coolangatta,304.3,Tesla,Model X,suv
ELECTRIC,4.81,61,53,Coolangatta,304.3,Tesla,Model X,suv
ELECTRIC,4.95,52,42,Coolangatta,304.3,Tesla,Model X,suv
ELECTRIC,5,10,6,Coolangatta,678.3,Tesla,Model X,suv
HYBRID,4.87,25,23,Coolangatta,83.3,BMW,I3,car
HYBRID,5,150,138,Coolangatta,236.3,BMW,i8,car
HYBRID,5,1,1,Coolangatta,161.5,Lexus,ES 300h,car
HYBRID,5,24,21,Coolangatta,83.3,Lexus,Ux,suv
HYBRID,4.87,44,38,Coolangatta,168.3,Porsche,Panamera,car
PETROL,4.79,40,34,Coolangatta,71.4,BMW,3 Series,car
PETROL,4.79,36,29,Coolangatta,110.5,BMW,3 Series,car
PETROL,4.86,32,29,Coolangatta,117.3,BMW,3-Series,car
PETROL,4.92,51,48,Coolangatta,127.5,BMW,4 Series,car
PETROL,5,47,44,Coolangatta,95.2,BMW,4 Series Gran Coupe,car
PETROL,5,57,54,Coolangatta,151.3,BMW,5 Series,car
PETROL,5,4,4,Coolangatta,100.3,BMW,6 Series,car
PETROL,4.9,10,10,Coolangatta,221,BMW,6 Series,car
PETROL,5,36,30,Coolangatta,100.3,BMW,X1,suv
PETROL,4.89,24,18,Coolangatta,100.3,BMW,X1,suv
PETROL,4.91,15,11,Coolangatta,100.3,BMW,X1,suv
PETROL,5,21,19,Coolangatta,83.3,BMW,X3,suv
PETROL,4.94,17,17,Coolangatta,93.5,BMW,X5,suv
PETROL,5,9,9,Coolangatta,253.3,BMW,X6 M,suv
PETROL,5,5,3,Coolangatta,107.1,BMW,Z4,car
PETROL,5,38,28,Coolangatta,149.6,BMW,Z4,car
PETROL,4.9,42,39,Coolangatta,161.5,BMW,Z4,car
PETROL,5,52,51,Coolangatta,134.3,Lexus,IS 200t,car
PETROL,4.99,95,81,Coolangatta,159.8,Lexus,NX 300,suv
PETROL,5,21,19,Coolangatta,100.3,Mercedes-Benz,C-Class,car
PETROL,4.76,57,49,Coolangatta,117.3,Mercedes-Benz,C-Class,car
PETROL,4.81,39,37,Coolangatta,88.4,Mercedes-Benz,GL-Class,suv
PETROL,5,44,41,Coolangatta,119,Mercedes-Benz,GLA-Class,suv
PETROL,5,2,2,Coolangatta,83.3,Mercedes-Benz,M-Class,suv
ELECTRIC,4.85,60,55,Toowoomba,251.6,Tesla,Model 3,car
ELECTRIC,4.79,36,28,Toowoomba,251.6,Tesla,Model 3,car
ELECTRIC,5,43,39,Toowoomba,255,Tesla,Model 3,car
ELECTRIC,5,5,3,Toowoomba,278.8,Tesla,Model 3,car
ELECTRIC,4.96,84,75,Toowoomba,295.8,Tesla,Model 3,car
ELECTRIC,5,9,8,Toowoomba,321.3,Tesla,Model 3,car
ELECTRIC,4.89,151,128,Toowoomba,328.1,Tesla,Model 3,car
ELECTRIC,4.88,113,92,Toowoomba,328.1,Tesla,Model 3,car
ELECTRIC,4.86,107,96,Toowoomba,336.6,Tesla,Model 3,car
ELECTRIC,5,28,28,Toowoomba,323,Tesla,Model S,car
ELECTRIC,5,10,6,Toowoomba,399.5,Tesla,Model S,car
HYBRID,4.97,40,39,Toowoomba,544,BMW,i8,car
HYBRID,5,25,21,Toowoomba,593.3,BMW,i8,car
HYBRID,4.91,40,34,Toowoomba,722.5,BMW,I8,car
HYBRID,3.67,5,3,Toowoomba,238,Porsche,Cayenne,suv
PETROL,4.95,70,65,Toowoomba,134.3,BMW,3 Series,car
PETROL,4.99,92,83,Toowoomba,209.1,BMW,5 Series,car
PETROL,5,5,5,Toowoomba,272,BMW,5-Series,car
PETROL,4.94,111,103,Toowoomba,270.3,BMW,M3,car
PETROL,4.97,71,63,Toowoomba,187,BMW,X5,suv
PETROL,4.92,106,95,Toowoomba,304.3,Land Rover,Range Rover Sport,suv
PETROL,4.94,147,121,Toowoomba,382.5,Land Rover,Range Rover Velar,suv
PETROL,4.83,64,54,Toowoomba,241.4,Mercedes-Benz,C-Class,car
PETROL,5,7,6,Toowoomba,187,Mercedes-Benz,E-Class,car
PETROL,4.91,63,53,Toowoomba,272,Mercedes-Benz,E-Class,car
PETROL,5,1,1,Toowoomba,593.3,Mercedes-Benz,G-Class,suv
PETROL,5,86,70,Toowoomba,680,Mercedes-Benz,G-Class,suv
ELECTRIC,4.94,18,16,Childers,246.5,Tesla,Model 3,car
ELECTRIC,4,5,4,Childers,314.5,Tesla,Model 3,car
PETROL,5,55,50,Childers,176.8,BMW,2 Series,car
PETROL,4.92,56,51,Childers,149.6,BMW,3 Series,car
PETROL,4.88,217,188,Childers,166.6,BMW,4 Series,car
PETROL,5,7,6,Childers,183.6,BMW,X5,suv
PETROL,5,11,10,Childers,127.5,Mercedes-Benz,C-Class,car
PETROL,5,4,4,Childers,136,Mercedes-Benz,C-Class,car
PETROL,4.93,108,91,Childers,178.5,Mercedes-Benz,C-Class,car
PETROL,5,9,7,Childers,166.6,Mercedes-Benz,CL-Class,car
PETROL,4.76,162,140,Childers,190.4,Mercedes-Benz,CLA-Class,car
PETROL,4.94,35,33,Childers,263.5,Mercedes-benz,GLC-Class,suv
PETROL,4.94,17,17,Childers,413.1,Mercedes-benz,GLE-Class,suv
PETROL,4.89,9,9,Childers,178.5,Mercedes-Benz,SLK-Class,car
ELECTRIC,5,28,23,Maryborough,238,Tesla,Model 3,car
ELECTRIC,5,6,5,Maryborough,170,Tesla,Model S,car
ELECTRIC,4.94,19,18,Maryborough,340,Tesla,Model S,car
PETROL,4.97,81,64,Maryborough,134.3,BMW,2 Series,car
PETROL,4.98,57,51,Maryborough,105.4,BMW,3 Series,car
PETROL,5,16,12,Maryborough,117.3,BMW,3 Series,car
PETROL,4.99,208,164,Maryborough,151.3,BMW,4 Series,car
PETROL,5,1,1,Maryborough,351.9,BMW,X5,suv
PETROL,5,15,13,Maryborough,326.4,Land Rover,Range Rover,suv
PETROL,5,32,26,Maryborough,425,Land Rover,Range Rover,suv
PETROL,4.87,39,31,Maryborough,156.4,Lexus,GX,suv
PETROL,5,4,4,Maryborough,425,Mercedes-Benz,AMG GT,car
PETROL,5,16,11,Maryborough,270.3,Mercedes-Benz,C-Class,car
PETROL,4.85,21,20,Maryborough,425,Mercedes-benz,C-Class,car
PETROL,5,32,22,Maryborough,134.3,Mercedes-Benz,CLA-Class,car
PETROL,5,10,9,Maryborough,115.6,Mercedes-Benz,E-Class,car
PETROL,5,2,1,Maryborough,425,Mercedes-benz,GLS-Class,suv
PETROL,5,9,7,Maryborough,255,Mercedes-Benz,S-Class,car
PETROL,4.81,91,74,Maryborough,299.2,Mercedes-Benz,S-Class,car
PETROL,5,20,20,Maryborough,391,Mercedes-Benz,S-Class,car
PETROL,5,24,18,Maryborough,227.8,Mercedes-Benz,SLC-Class,car
PETROL,5,218,181,Maryborough,151.3,Mercedes-Benz,SLK-Class,car
ELECTRIC,5,15,11,Rockhampton,227.8,Tesla,Model 3,car
ELECTRIC,5,23,21,Rockhampton,249.9,Tesla,Model 3,car
ELECTRIC,5,21,19,Rockhampton,255,Tesla,Model 3,car
ELECTRIC,4.94,18,18,Rockhampton,265.2,Tesla,Model 3,car
ELECTRIC,4.79,99,78,Rockhampton,204,Tesla,Model S,car
ELECTRIC,5,11,8,Rockhampton,283.9,Tesla,Model S,car
ELECTRIC,5,6,5,Rockhampton,255,Tesla,Model X,suv
ELECTRIC,4.89,56,47,Rockhampton,416.5,Tesla,Model X,suv
HYBRID,5,6,2,Rockhampton,1020,BMW,i8,car
PETROL,4.67,84,70,Rockhampton,79.9,BMW,3 Series,car
PETROL,4.87,56,47,Rockhampton,204,BMW,4 Series,car
PETROL,4.91,36,34,Rockhampton,168.3,BMW,4 Series Gran Coupe,car
PETROL,5,13,13,Rockhampton,108.8,BMW,5 Series,car
PETROL,4.98,54,44,Rockhampton,253.3,BMW,6 Series Gran Coupe,car
PETROL,5,2,2,Rockhampton,340,BMW,7 Series,car
PETROL,5,70,62,Rockhampton,331.5,BMW,M4,car
PETROL,5,2,2,Rockhampton,166.6,BMW,X4,suv
PETROL,4.79,45,38,Rockhampton,96.9,BMW,X5,suv
PETROL,4.89,11,9,Rockhampton,255,BMW,X6,suv
PETROL,5,52,44,Rockhampton,244.8,Land Rover,Range Rover,suv
PETROL,4.93,19,15,Rockhampton,144.5,Land Rover,Range Rover Evoque,suv
PETROL,5,17,11,Rockhampton,231.2,Land Rover,Range Rover Sport,suv
PETROL,5,12,11,Rockhampton,238,Land Rover,Range Rover Sport,suv
PETROL,4.88,88,74,Rockhampton,255,Land Rover,Range Rover Sport,suv
PETROL,4.86,7,7,Rockhampton,255,Land Rover,Range Rover Velar,suv
PETROL,4.92,45,40,Rockhampton,168.3,Lexus,IS 200t,car
PETROL,5,35,35,Rockhampton,510,Mercedes-Benz,AMG GT,car
PETROL,5,39,31,Rockhampton,110.5,Mercedes-Benz,C-Class,car
PETROL,4.93,18,14,Rockhampton,166.6,Mercedes-benz,C-Class,car
PETROL,4.86,73,63,Rockhampton,204,Mercedes-Benz,CLS-Class,car
PETROL,4.94,39,36,Rockhampton,144.5,Mercedes-Benz,E-Class,car
PETROL,4.86,91,69,Rockhampton,219.3,Mercedes-Benz,E-Class,car
PETROL,5,21,19,Rockhampton,260.1,Mercedes-Benz,E-Class,car
PETROL,4.83,9,6,Rockhampton,321.3,Mercedes-Benz,S-Class,car
ELECTRIC,5,18,13,Marcoola,125.8,Tesla,Model 3,car
ELECTRIC,5,32,31,Marcoola,134.3,Tesla,Model 3,car
ELECTRIC,4.99,95,88,Marcoola,136,Tesla,Model 3,car
ELECTRIC,5,59,54,Marcoola,139.4,Tesla,Model 3,car
ELECTRIC,5,42,41,Marcoola,139.4,Tesla,Model 3,car
ELECTRIC,4.93,91,69,Marcoola,168.3,Tesla,Model 3,car
ELECTRIC,5,5,4,Marcoola,253.3,Tesla,Model 3,car
ELECTRIC,5,22,20,Marcoola,389.3,Tesla,Model 3,car
ELECTRIC,4.81,28,26,Marcoola,170,Tesla,Model X,suv
ELECTRIC,4.91,117,91,Marcoola,210.8,Tesla,Model X,suv
ELECTRIC,4.95,94,83,Marcoola,210.8,Tesla,Model X,suv
ELECTRIC,4.96,87,72,Marcoola,210.8,Tesla,Model X,suv
ELECTRIC,4.86,35,22,Marcoola,227.8,Tesla,Model X,suv
ELECTRIC,4.94,19,16,Marcoola,253.3,Tesla,Model X,suv
ELECTRIC,5,17,16,Marcoola,272,Tesla,Model X,suv
ELECTRIC,5,18,17,Marcoola,423.3,Tesla,Model X,suv
HYBRID,5,35,32,Marcoola,229.5,BMW,i8,car
HYBRID,4.89,54,47,Marcoola,74.8,Lexus,CT 200h,car
PETROL,4.93,159,135,Marcoola,85,BMW,3 Series,car
PETROL,5,3,3,Marcoola,100.3,BMW,4 Series,car
PETROL,5,13,10,Marcoola,102,BMW,4 Series,car
PETROL,5,16,14,Marcoola,110.5,BMW,4 Series,car
PETROL,4.86,10,7,Marcoola,139.4,BMW,4 Series,car
PETROL,5,9,9,Marcoola,170,BMW,4 Series,car
PETROL,4.6,13,10,Marcoola,105.4,BMW,5 Series,car
PETROL,5,9,7,Marcoola,117.3,BMW,7 Series,car
PETROL,4.86,17,14,Marcoola,76.5,BMW,X1,suv
PETROL,4.97,128,91,Marcoola,132.6,BMW,X3,suv
PETROL,4.83,99,80,Marcoola,83.3,BMW,X5,suv
PETROL,5,10,7,Marcoola,110.5,BMW,X5,suv
PETROL,5,4,3,Marcoola,122.4,BMW,X6,suv
PETROL,5,6,6,Marcoola,144.5,Land Rover,Range Rover,suv
PETROL,4.97,45,35,Marcoola,253.3,Land Rover,Range Rover,suv
PETROL,4.84,107,88,Marcoola,119,Lexus,GS 350,car
PETROL,4.81,108,91,Marcoola,119,Lexus,GX 460,suv
PETROL,4.8,14,10,Marcoola,66.3,Lexus,IS 250,car
PETROL,4.8,159,133,Marcoola,119,Lexus,IS 250,car
PETROL,4.71,106,92,Marcoola,68,Lexus,LX 570,suv
PETROL,5,6,6,Marcoola,76.5,Lexus,RC 350,car
PETROL,5,3,1,Marcoola,76.5,Lexus,RX 350,suv
PETROL,5,5,2,Marcoola,331.5,Mercedes-Benz,AMG GT,car
PETROL,5,7,5,Marcoola,71.4,Mercedes-Benz,C-Class,car
PETROL,4.93,17,15,Marcoola,76.5,Mercedes-Benz,C-Class,car
PETROL,4.58,19,12,Marcoola,85,Mercedes-Benz,C-Class,car
PETROL,5,13,10,Marcoola,85,Mercedes-Benz,C-Class,car
PETROL,5,1,1,Marcoola,85,Mercedes-Benz,C-Class,car
PETROL,5,148,138,Marcoola,125.8,Mercedes-Benz,C-Class,car
PETROL,5,11,5,Marcoola,93.5,Mercedes-Benz,E-Class,car
PETROL,4.67,11,9,Marcoola,93.5,Mercedes-Benz,E-Class,car
PETROL,5,18,18,Marcoola,100.3,Mercedes-Benz,E-Class,car
PETROL,5,11,9,Marcoola,102,Mercedes-Benz,E-Class,car
PETROL,5,2,2,Marcoola,122.4,Mercedes-Benz,E-Class,car
PETROL,4.96,51,46,Marcoola,287.3,Mercedes-Benz,G-Class,suv
PETROL,5,4,4,Marcoola,306,Mercedes-Benz,G-Class,suv
PETROL,5,3,3,Marcoola,83.3,Mercedes-benz,GLC-Class,suv
PETROL,5,5,3,Marcoola,102,Mercedes-Benz,GLC-Class,suv
PETROL,4.8,7,5,Marcoola,83.3,Mercedes-Benz,M-Class,suv
PETROL,4.77,17,13,Marcoola,161.5,Mercedes-Benz,S-Class,car
ELECTRIC,5,3,3,Bowen,156.4,Tesla,Model 3,car
ELECTRIC,5,7,6,Bowen,200.6,Tesla,Model 3,car
ELECTRIC,5,1,1,Bowen,210.8,Tesla,Model 3,car
ELECTRIC,4.97,85,71,Bowen,239.7,Tesla,Model 3,car
ELECTRIC,4.96,25,25,Bowen,173.4,Tesla,Model S,car
ELECTRIC,5,10,10,Bowen,399.5,Tesla,Model X,suv
PETROL,5,5,5,Bowen,151.3,BMW,1 Series,car
PETROL,4.96,31,25,Bowen,134.3,BMW,X1,suv
PETROL,4.5,4,2,Bowen,340,Land Rover,Range Rover Evoque,suv
PETROL,4.93,30,27,Bowen,433.5,Land Rover,Range Rover Velar,suv
PETROL,5,9,8,Bowen,110.5,Lexus,ES 350,car
PETROL,5,6,2,Bowen,202.3,Lexus,ES 350,car
